rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,3-Jan,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
2536,Attila Szalai,Hungary,DF,Hoffenheim,Bundesliga,25,1998,4,288,0,0,0,0,0,0,0,2,13,0,0,3,1,25,2,4,1,7,0,0,0,0,0,0,0,0,131,178,73.6,1119,85.5,81.8,33.3,2,10,2,12,1,0,100,2,2,0,0,0,1,100,0.31,0,0,50,1.87,0,0,2023-2024
2537,Attila Szalai,Hungary,DF,Freiburg,Bundesliga,25,1998,3,103,0,0,0,0,0,0,0,1,5,0,0,1,1,50,2,3,1,11,1,0,0,0,0,0,0,0,58,72,80.6,580,87,84.6,50,1,2,1,24,0,0,0,1,1,1,2,0,0,0,0,0,0,50,0.87,0,0,2023-2024
2544,Jonathan Tah,Germany,DF,Leverkusen,Bundesliga,27,1996,31,2631,4,1,5,4,0,2.1,2.1,17,133,0.14,0.03,19,9,31.3,23,5,23,97,1,0,0,0,0,0,0,0,2070,2193,94.4,13638,97,94.4,80.9,5,164,1,207,9,55.6,44.4,17,26,1,5,4,26,38.5,0.34,0.15,0.4,73.8,0.65,0.14,0,2023-2024
2549,Edmond Tapsoba,Burkina Faso,DF,Leverkusen,Bundesliga,24,1999,28,2087,0,1,1,0,0,1,1,49,164,0,0.04,34,25,70.8,10,11,24,52,3,0,0,0,0,0,0,0,1795,1973,91,12526,94.4,93.2,70.7,9,193,8,157,17,76.5,17.6,49,45,1,7,0,12,8.3,0.04,0,0,51.3,1.64,0.26,0,2023-2024
2564,Mathys Tel,France,FW,Bayern Munich,Bundesliga,18,2005,30,1050,7,5,12,7,0,3.7,3.7,45,27,0.6,0.43,12,2,66.7,0,11,6,6,0,0,0,0,0,0,0,0,340,410,82.9,862,89.7,86.5,72,12,23,19,7,67,55.2,43.3,45,22,31,33,7,43,41.9,1.54,0.16,0.39,51.9,3.86,1.11,0,2023-2024
2565,Nathan Tella,Nigeria,DF,Leverkusen,Bundesliga,24,1999,24,819,5,2,7,5,0,3.5,3.5,35,28,0.55,0.22,13,8,50,0,10,3,8,0,0,0,0,0,0,0,0,279,351,79.5,979,89.7,80.4,34.8,14,9,18,7,43,16.3,69.8,35,15,16,15,5,21,52.4,1.21,0.24,0.45,35.7,3.96,0.66,0,2023-2024
2579,Norman Theuerkauf,Germany,MF,Heidenheim,Bundesliga,36,1987,25,1259,0,1,1,0,0,0.4,0.4,15,46,0,0.07,24,16,59.1,6,10,14,21,0,0,0,0,0,0,0,0,462,590,78.3,3473,85.2,83.4,67,13,42,7,48,6,50,50,15,12,2,5,0,7,28.6,0.14,0,0,54.5,1.93,0.14,0,2023-2024
2581,Jan Thielmann,Germany,FW,Köln,Bundesliga,21,2002,22,1579,1,0,1,1,0,2.3,2.3,46,51,0.06,0,28,18,50,6,25,8,28,0,0,0,0,0,0,0,0,364,551,66.1,2186,74.6,76.4,48.1,16,25,13,35,27,66.7,22.2,46,34,11,24,1,37,32.4,0.68,0.03,0.08,42.6,2.45,0.06,0,2023-2024
2582,Denis Thomalla,Germany,MF,Heidenheim,Bundesliga,30,1992,21,446,0,0,0,0,0,0.3,0.3,3,22,0,0,9,6,45.5,2,1,4,13,0,0,0,0,0,0,0,0,143,191,74.9,675,75,76.1,85,4,9,4,15,2,100,0,3,2,0,4,0,3,0,0,0,0,52.9,1.82,0,0,2023-2024
2592,Phillip Tietz,Germany,FW,Augsburg,Bundesliga,26,1997,34,2382,8,4,12,8,0,8.2,8.2,19,51,0.3,0.15,23,14,40,3,14,6,35,0,0,0,0,0,0,0,0,332,534,62.2,1198,68.2,66.4,61.1,29,32,15,37,40,32.5,60,19,15,7,21,8,52,34.6,0.68,0.15,0.44,45.7,2.08,0.3,0,2023-2024
2593,Steffen Tigges,Germany,FW,Köln,Bundesliga,25,1998,25,727,3,0,3,3,0,2.6,2.6,9,10,0.37,0,10,6,42.9,2,2,1,12,0,0,0,0,0,0,0,0,118,203,58.1,310,60,64.4,33.3,10,6,5,14,8,50,50,9,5,2,9,3,22,40.9,1.11,0.14,0.33,48.1,2.35,0.12,0,2023-2024
2598,Umut Tohumcu,Germany,MF,Hoffenheim,Bundesliga,18,2004,20,1011,0,2,2,0,0,0.5,0.5,18,46,0,0.18,16,12,31.6,1,10,6,12,0,0,0,0,0,0,0,0,366,419,87.4,1505,94,89.3,72.7,9,45,11,22,18,16.7,66.7,18,13,2,11,0,15,20,0.27,0,0,16.7,2.14,0.18,0,2023-2024
2603,Tiago Tomás,Portugal,FW,Wolfsburg,Bundesliga,21,2002,26,1032,1,1,2,1,0,2.7,2.7,21,17,0.09,0.09,5,2,16.7,0,13,3,9,0,0,0,0,0,0,0,0,181,278,65.1,435,77.2,65.1,38.1,9,7,10,9,55,38.2,50.9,21,13,19,23,1,27,37,0.87,0.04,0.1,51.7,2.62,0.09,0,2023-2024
2615,Fabio Torsiello,Italy,FW,Darmstadt 98,Bundesliga,18,2005,10,156,0,0,0,0,0,0.3,0.3,2,4,0,0,1,0,12.5,0,1,1,1,0,0,0,0,0,0,0,0,21,27,77.8,173,100,75,42.9,0,2,2,1,3,33.3,66.7,2,0,0,3,0,4,0,0,0,0,0,1.15,0,0,2023-2024
2619,Lucas Tousart,France,MF,Union Berlin,Bundesliga,26,1997,23,1572,0,0,0,0,0,1.5,1.5,15,51,0,0,35,20,45.9,9,23,25,41,0,0,0,0,0,0,0,0,389,523,74.4,1878,79.3,82.5,64.7,7,33,2,57,21,47.6,52.4,15,13,5,13,0,25,24,0.34,0,0,50,1.37,0,0,2023-2024
2632,Omar Traoré,Germany,DF,Heidenheim,Bundesliga,25,1998,31,2472,0,2,2,0,0,0.3,0.3,61,78,0,0.07,60,33,57.1,7,25,40,54,1,0,0,0,0,0,0,0,881,1240,71,6810,86,74.9,43.7,19,58,28,80,49,40.8,53.1,61,40,5,17,0,11,9.1,0.04,0,0,44.1,1.6,0.22,0,2023-2024
2633,Kevin Trapp,Germany,GK,Eint Frankfurt,Bundesliga,33,1990,32,2880,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,48,1.5,87,71.5,7,21.9,18.2,867,1166,74.4,13375,100,98.7,40.3,0,8,1,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9,0.03,0,3.5,2023-2024
2638,Christopher Trimmel,Austria,DF,Union Berlin,Bundesliga,36,1987,26,1646,0,2,2,0,0,0.6,0.5,23,86,0,0.11,23,15,39.4,3,13,13,57,0,0,0,0,0,0,0,0,631,951,66.4,5699,85.2,72.4,41.8,39,70,25,69,10,60,30,23,20,0,5,0,6,66.7,0.22,0,0,56.5,3.11,0.11,0,2023-2024
2648,Tuta,Brazil,DF,Eint Frankfurt,Bundesliga,24,1999,30,2600,1,2,3,1,0,1.4,1.4,22,138,0.03,0.07,63,33,66.1,12,17,36,99,0,0,0,0,0,0,0,0,1614,1906,84.7,10105,91.8,91.1,53.1,12,118,16,192,29,37.9,48.3,22,16,1,15,1,18,38.9,0.24,0.06,0.14,54.7,1.21,0.1,0,2023-2024
2653,Lukas Ullrich,Germany,DF,Gladbach,Bundesliga,19,2004,4,47,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,1,0,0,0,0,0,0,0,0,10,23,43.5,14,63.6,100,0,0,0,0,1,1,0,100,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2023-2024
2654,Sven Ulreich,Germany,GK,Bayern Munich,Bundesliga,34,1988,11,990,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,3,2,12,1.09,19,64.5,4,36.4,0,333,395,84.3,4963,98.9,99,46.4,1,2,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.09,0,4.6,2023-2024
2658,Deniz Undav,Germany,FW,Stuttgart,Bundesliga,27,1996,30,2089,18,10,28,18,0,15,14.3,45,120,0.78,0.43,28,13,26.7,0,17,6,5,0,0,0,0,0,0,0,0,595,799,74.5,2679,81.4,80.9,57.4,39,67,44,9,50,54,40,45,36,20,51,18,106,48.1,2.2,0.17,0.35,34,4.44,0.73,0,2023-2024
2659,Dayot Upamecano,France,DF,Bayern Munich,Bundesliga,24,1998,25,1762,1,0,1,1,0,1.7,1.7,28,137,0.05,0,34,21,51.7,7,12,19,56,3,0,0,0,0,0,0,0,1678,1813,92.6,9994,94.4,94.4,88.2,6,148,2,140,10,60,40,28,24,0,4,1,11,36.4,0.2,0.09,0.25,62.7,1.38,0.15,0,2023-2024
2661,Mark Uth,Germany,MF,Köln,Bundesliga,31,1991,11,373,0,1,1,0,0,2,2,12,13,0,0.24,8,4,33.3,0,6,1,2,0,0,0,0,0,0,0,0,111,168,66.1,584,94.7,66.7,42.9,10,10,3,0,13,30.8,38.5,12,6,2,8,0,12,41.7,1.21,0,0,50,6.05,0.24,0,2023-2024
2663,Josha Vagnoman,Germany,DF,Stuttgart,Bundesliga,22,2000,18,1183,2,2,4,2,0,1.3,1.3,19,33,0.15,0.15,28,18,50,5,6,2,16,1,0,0,0,0,0,0,0,516,615,83.9,1690,90,83.6,64.5,7,24,5,22,15,66.7,26.7,19,15,7,10,2,17,35.3,0.46,0.12,0.33,34.8,1.6,0.3,0,2023-2024
2675,Ruben Vargas,Switzerland,MF,Augsburg,Bundesliga,24,1998,31,1962,4,5,9,4,0,3.9,3.9,57,77,0.18,0.23,23,10,40,4,15,7,17,0,0,0,0,0,0,0,0,474,684,69.3,2104,80.6,72.7,45.7,26,30,30,22,57,38.6,52.6,57,31,15,18,4,49,34.7,0.78,0.08,0.24,39.6,3.17,0.32,0,2023-2024
2686,Miloš Veljković,Serbia,DF,Werder Bremen,Bundesliga,27,1995,23,1920,2,1,3,2,0,1.7,1.7,16,89,0.09,0.05,31,15,51.6,20,11,17,57,0,0,0,0,0,0,0,0,1066,1295,82.3,7585,87.5,90.3,62.4,6,65,14,138,4,75,25,16,12,1,2,2,6,50,0.14,0.33,0.67,46.3,0.66,0.14,0,2023-2024
2694,Yorbe Vertessen,Belgium,FW,Union Berlin,Bundesliga,22,2001,13,593,3,2,5,3,0,2.7,2.7,10,13,0.46,0.3,3,2,25,0,8,1,3,0,0,0,0,0,0,0,0,98,138,71,351,77.3,73.1,50,7,9,5,3,33,42.4,54.5,10,6,8,10,3,24,37.5,1.37,0.13,0.33,17.4,2.88,0.46,0,2023-2024
2706,Oscar Vilhelmsson,Sweden,FW,Darmstadt 98,Bundesliga,19,2003,26,1374,4,1,5,4,0,4.1,4.1,16,7,0.26,0.07,13,6,70,5,10,3,19,0,0,0,0,0,0,0,0,123,212,58,234,67.8,59.3,27.3,11,5,2,24,18,27.8,66.7,16,10,8,8,4,28,35.7,0.66,0.14,0.4,34.1,1.97,0.07,0,2023-2024
2728,Kevin Vogt,Germany,DF,Hoffenheim,Bundesliga,31,1991,16,1319,0,0,0,0,0,0.7,0.7,16,84,0,0,14,10,61.5,13,3,9,54,0,0,0,0,0,0,0,0,813,939,86.6,7528,94,89.8,72.6,2,79,11,89,6,83.3,16.7,16,7,0,1,0,2,50,0.07,0,0,58.3,1.57,0.27,0,2023-2024
2729,Kevin Vogt,Germany,DF,Union Berlin,Bundesliga,31,1991,16,1323,0,0,0,0,0,0,0,1,41,0,0,10,9,50,15,7,7,72,2,0,0,0,0,0,0,0,652,735,88.7,5955,95.3,94.5,72.8,1,31,2,163,1,100,0,1,0,0,1,0,1,0,0,0,0,57.7,0.68,0.07,0,2023-2024
2731,Kevin Volland,Germany,FW,Union Berlin,Bundesliga,31,1992,26,1345,3,4,7,1,2,5.3,2.9,14,48,0.2,0.27,22,9,40,0,8,6,12,0,0,0,0,0,0,0,0,258,420,61.4,1570,73.4,64.5,46.3,20,30,18,9,18,33.3,66.7,14,9,8,22,3,33,30.3,0.67,0.03,0.1,35.9,3.15,0.33,0,2023-2024
2733,Aster Vranckx,Belgium,MF,Wolfsburg,Bundesliga,20,2002,24,1153,0,0,0,0,0,0.1,0.1,3,48,0,0,32,15,53.6,6,11,14,29,0,0,0,0,0,0,0,0,499,585,85.3,1835,90.7,89.6,63.5,5,37,4,45,27,59.3,33.3,3,6,1,11,0,4,50,0.16,0,0,71.4,0.86,0.16,0,2023-2024
2738,Luca Waldschmidt,Germany,MF,Köln,Bundesliga,27,1996,22,1146,3,0,3,3,0,2.9,2.1,30,46,0.24,0,19,12,31.3,3,15,6,8,1,0,0,0,0,0,0,0,320,448,71.4,1308,83.3,76.7,51.7,16,23,10,9,40,45,50,30,20,6,14,3,42,35.7,1.18,0.07,0.2,43.8,3.3,0.24,0,2023-2024
2746,Kjell-Arik Wätjen,Germany,MF,Dortmund,Bundesliga,17,2006,2,105,0,1,1,0,0,0,0,3,8,0,0.86,3,2,40,1,0,0,3,0,0,0,0,0,0,0,0,46,53,86.8,285,92,82.6,100,3,3,1,9,4,50,25,3,2,0,0,0,0,0,0,0,0,0,2.57,0.86,0,2023-2024
2750,Wout Weghorst,Netherlands,FW,Hoffenheim,Bundesliga,30,1992,28,1977,7,3,10,6,1,7.2,6.4,14,57,0.32,0.14,13,6,60,8,17,6,24,0,0,0,0,0,0,0,0,414,571,72.5,1114,77.3,73.9,73.9,34,27,20,32,17,17.6,70.6,14,15,7,19,7,38,36.8,0.64,0.16,0.43,46.4,3.23,0.23,0,2023-2024
2751,Julian Weigl,Germany,MF,Gladbach,Bundesliga,27,1995,31,2764,2,3,5,0,2,2.4,0.9,14,105,0.07,0.1,66,40,61.2,14,33,48,61,1,0,0,0,0,0,0,0,1311,1473,89,6245,91.9,93.5,76.9,24,105,10,95,24,58.3,25,14,16,1,9,2,17,23.5,0.13,0,0,56.8,1.69,0.16,0,2023-2024
2753,Mitchell Weiser,Germany,DF,Werder Bremen,Bundesliga,29,1994,30,2636,3,7,10,3,0,3.8,3.8,81,111,0.1,0.24,64,38,58.5,6,30,20,43,0,0,0,0,0,0,0,0,1074,1443,74.4,7158,85.8,78.7,47.7,37,78,42,64,107,46.7,46.7,81,49,13,34,3,44,29.5,0.44,0.07,0.23,36.5,3.04,0.55,0,2023-2024
2754,Noah Weißhaupt,Germany,DF,Freiburg,Bundesliga,21,2001,24,759,1,2,3,1,0,0.4,0.4,41,26,0.12,0.24,9,4,45.5,1,7,8,12,0,0,0,0,0,0,0,0,284,392,72.4,1210,89.8,73.2,44.8,16,16,16,13,40,20,52.5,41,27,9,4,1,3,33.3,0.12,0.33,1,23.1,3.8,0.59,0,2023-2024
2759,Timo Werner,Germany,FW,RB Leipzig,Bundesliga,27,1996,8,207,2,0,2,1,1,2.4,1.6,10,6,0.87,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,61,88,69.3,129,79.1,76.7,57.1,2,1,0,0,10,50,40,10,9,5,5,2,8,62.5,2.17,0.13,0.2,0,3.46,0.43,0,2023-2024
2764,Silvan Widmer,Switzerland,DF,Mainz 05,Bundesliga,30,1993,20,1242,1,3,4,1,0,1.4,1.4,31,54,0.07,0.22,23,10,60.7,5,13,16,37,0,0,0,0,0,0,0,0,490,677,72.4,3637,84.1,70.9,53.7,16,57,10,48,18,11.1,77.8,31,16,6,8,1,14,21.4,0.22,0.07,0.33,37.3,2.17,0.22,0,2023-2024
2775,Patrick Wimmer,Austria,FW,Wolfsburg,Bundesliga,22,2001,14,589,2,0,2,2,0,1.4,1.4,8,15,0.31,0,14,5,44.4,0,14,3,7,0,0,0,0,0,0,0,0,128,200,64,525,77.2,61.4,33.3,4,11,3,2,18,44.4,50,8,8,3,6,2,10,40,0.61,0.2,0.5,59.1,2.44,0.15,0,2023-2024
2776,Jonas Wind,Denmark,FW,Wolfsburg,Bundesliga,24,1999,34,2651,11,7,18,11,0,9.4,8.5,17,88,0.37,0.24,13,10,41.2,4,9,3,21,0,0,0,0,0,0,0,0,473,673,70.3,1949,77,74,67.5,38,42,27,24,30,43.3,53.3,17,21,5,35,11,72,47.2,1.15,0.15,0.32,51.4,2.58,0.48,0,2023-2024
2777,Florian Wirtz,Germany,MF,Leverkusen,Bundesliga,20,2003,32,2372,11,11,22,10,1,8.9,8.2,138,224,0.42,0.42,27,18,31,2,34,9,3,0,0,0,0,0,0,0,0,1540,1855,83,5621,89.2,85.5,63.3,73,95,82,7,162,48.8,45.7,138,108,45,79,11,70,47.1,1.25,0.14,0.3,37.5,6.3,0.91,0,2023-2024
2780,Maximilian Wittek,Germany,DF,Bochum,Bundesliga,27,1995,21,1070,3,1,4,3,0,1.3,1.3,17,49,0.25,0.08,23,17,61.9,1,11,18,23,0,0,0,0,0,0,0,0,312,499,62.5,2500,73.6,66.8,41.3,24,35,19,30,24,41.7,37.5,17,9,4,5,3,26,30.8,0.67,0.12,0.38,36.6,4.04,0.59,0,2023-2024
2781,Maximilian Wöber,Austria,DF,Gladbach,Bundesliga,25,1998,25,2066,2,3,5,2,0,1.3,1.3,32,128,0.09,0.13,66,31,58.5,26,21,38,111,0,0,0,0,0,0,0,0,1224,1485,82.4,8449,91.2,87.1,54.6,12,101,12,232,4,50,50,32,19,2,2,2,19,15.8,0.13,0.11,0.67,59.5,1.4,0.31,0,2023-2024
2782,Marius Wolf,Germany,DF,Dortmund,Bundesliga,28,1995,22,1166,0,1,1,0,0,0.6,0.6,36,59,0,0.08,20,12,47.8,2,10,8,20,0,0,0,0,0,0,0,0,687,896,76.7,4213,86.5,83.7,46.1,11,61,16,25,23,47.8,47.8,36,34,3,5,0,9,11.1,0.08,0,0,42.9,2.78,0.23,0,2023-2024
2783,Nick Woltemade,Germany,FW,Werder Bremen,Bundesliga,21,2002,30,1189,2,0,2,2,0,2.4,2.4,21,43,0.15,0,34,23,71.4,0,12,5,17,0,0,0,0,0,0,0,0,316,412,76.7,1137,81.3,83.9,63.2,24,22,16,12,47,61.7,31.9,21,23,8,53,2,22,27.3,0.45,0.09,0.33,39.4,4.03,0.15,0,2023-2024
2784,Jeong Woo-yeong,South Korea,MF,Stuttgart,Bundesliga,23,1999,26,633,2,3,5,2,0,1.8,1.8,23,22,0.28,0.43,15,9,75,0,5,7,5,0,0,0,0,0,0,0,0,275,326,84.4,721,90,78.1,80,9,21,3,8,19,21.1,57.9,23,11,6,7,2,18,44.4,1.14,0.11,0.25,21.4,2.83,0.43,0,2023-2024
2790,Granit Xhaka,Switzerland,MF,Leverkusen,Bundesliga,30,1992,33,2821,3,0,3,3,0,1.8,1.8,60,392,0.1,0,29,21,30,8,21,19,42,0,0,0,0,0,0,0,0,3020,3292,91.7,13206,94.6,93.4,80.6,41,370,54,94,28,57.1,32.1,60,67,4,30,3,45,31.1,0.45,0.07,0.21,54.2,3.86,0.35,0,2023-2024
2806,Dan-Axel Zagadou,France,DF,Stuttgart,Bundesliga,24,1999,19,1453,1,0,1,1,0,1,1,2,75,0.06,0,21,14,50,18,5,20,78,1,0,0,0,0,0,0,0,1179,1361,86.6,8514,92.1,90.6,61.5,3,62,3,150,4,75,25,2,5,0,1,1,11,18.2,0.12,0.09,0.5,82.2,0.62,0.06,0,2023-2024
2822,Bryan Zaragoza,Spain,FW,Bayern Munich,Bundesliga,22,2001,7,183,0,0,0,0,0,0.5,0.5,14,9,0,0,4,4,100,0,0,2,0,0,0,0,0,0,0,0,0,60,82,73.2,250,85.4,76,50,4,3,6,0,16,50,50,14,11,6,4,0,7,57.1,1.97,0,0,100,3.44,0,0,2023-2024
2827,Robin Zentner,Germany,GK,Mainz 05,Bundesliga,28,1994,30,2700,0,0,0,0,0,0,0,0,1,0,0,2,2,40,0,1,1,19,1,48,1.6,81,64.8,7,23.3,0,663,1045,63.4,15846,99.1,97,43.7,1,21,0,877,1,100,0,0,0,0,0,0,1,0,0,0,0,90,0.33,0,10.7,2023-2024
2831,Cedric Zesiger,Switzerland,DF,Wolfsburg,Bundesliga,25,1998,23,1634,0,0,0,0,0,1.3,1.3,14,81,0,0,19,9,45.5,21,11,15,88,1,0,0,0,0,0,0,0,943,1118,84.3,6554,92.4,91.1,52.1,1,71,4,141,4,75,0,14,9,0,6,0,16,12.5,0.11,0,0,70.9,0.77,0.11,0,2023-2024
2832,Michael Zetterer,Germany,GK,Werder Bremen,Bundesliga,28,1995,27,2430,0,0,0,0,0,0.1,0.1,0,3,0,0,3,1,100,0,0,0,7,3,37,1.37,92,74.2,6,22.2,0,891,1127,79.1,17563,99.2,97.6,60.1,3,21,1,1008,0,0,0,0,0,0,0,0,1,0,0,0,0,81.3,0.22,0,8.4,2023-2024
2837,Christoph Zimmermann,Germany,DF,Darmstadt 98,Bundesliga,30,1993,19,1220,0,0,0,0,0,0.3,0.3,7,34,0,0,33,21,48.7,14,7,21,66,1,0,0,0,0,0,0,0,455,555,82,3318,88.8,88.7,62.1,3,33,2,104,3,66.7,33.3,7,4,0,2,0,4,25,0.07,0,0,58,0.67,0,0,2023-2024
2841,Simon Zoller,Germany,FW,Bochum,Bundesliga,32,1991,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,62.5,0,66.7,100,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2023-2024
2848,Lovro Zvonarek,Croatia,FW,Bayern Munich,Bundesliga,18,2005,5,163,1,0,1,1,0,0.1,0.1,7,7,0.55,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,50,60,83.3,123,87,86.2,100,2,5,1,2,3,33.3,66.7,7,1,4,1,1,1,100,0.55,1,1,28.6,1.66,0.55,0,2023-2024
